Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Şerife, 45 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Diyarbakır şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRA2: Ağrı, Kars, Iğdır, Ardahan",1,"Cemile, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Iğdır şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, iş durumu hakkında bilgi vermemiş birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Emekli,Orta sınıfın alt kısmında,Kırsal alanda,"TR82: Kastamonu, Çankırı, Sinop",1,"Zeynep, 48 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Çankırı şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, emekli birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,,Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Çanakkale şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Sevim, 48 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Diyarbakır şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Leyla, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Sevim, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Trabzon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Fadime, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Çorum şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Emine, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Hatice, 36 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",2,"Leyla, 36 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Denizli şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Sevim, 44 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Afyon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",3,"Aysel, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Eskişehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,2,"Elif, 41 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR52: Konya, Karaman",1,"Hacer, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Karaman şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",2,"Cemile, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Isparta şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR62: Adana, Mersin",1,"Hülya, 35 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Mersin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Hanife, 35 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Osmaniye şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Dilek, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Trabzon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"Elif, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Aydın şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Sultan, 45 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Sivas şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Fatma, 47 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Batman şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,4,"Cemile, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,TR31: İzmir,2,"Özlem, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Rabia, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Düzce şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",1,"Merve, 42 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Burdur şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR82: Kastamonu, Çankırı, Sinop",1,"Hacer, 46 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Sinop şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Özlem, 36 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Amasya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",2,"Zehra, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR22: Balıkesir, Çanakkale",1,"Fadime, 46 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Çanakkale şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Esra, 40 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Sakarya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR62: Adana, Mersin",1,"Zeliha, 32 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Mersin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Havva, 47 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Yozgat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,Kırsal alanda,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Elif, 40 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Mardin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Ust sınıf,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Leyla, 39 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Hatay şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Ust sınıf,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Zehra, 31 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Amasya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Merve, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Sultan, 42 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Aydın şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Ayşe, 44 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Uşak şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,5,"Zeliha, 47 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR21: Tekirdağ, Edirne, Kırklareli",1,"Hatice, 47 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Edirne şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Fatma, 46 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Kocaeli şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR62: Adana, Mersin",1,"Hanife, 41 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Mersin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Büşra, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Kahramanmaraş şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR81: Zonguldak, Karabük, Bartın",1,"Büşra, 37 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Bartın şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Melek, 48 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Amasya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Sevim, 39 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ordu şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Yasemin, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Diyarbakır şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Ayşe, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Dilek, 33 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Kırşehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,3,"Yasemin, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Yasemin, 33 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Havva, 45 yaşında evli bir kadın, çocuk sahibi, lise mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Esra, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Manisa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Zeliha, 33 yaşında evli bir kadın, çocuk sahibi, lise mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
